CountryYear,Country,Year,Happiness,FBBNKCAPAZS,FBASTNPERZS,ENBIRTHRDNO,ICBUSDISCXQ,ICREGCOSTPCZS,ICCRDINFOXQ,DTDISDLXFCD,ICBUSDFRNXQ,ICBUSEASEXQ,ENFSHTHRDNO,SHSTAACSN,SHSTAACSNRU,SHSTAACSNUR,SHH2OSAFEZS,SHH2OSAFERUZS,SHH2OSAFEURZS,DTINTDLXFCD,DTINTDPNGCD,SHMMRRISKZS,SHMMRRISK,ENMAMTHRDNO,SHSTAMMRT,IQSCIMTHD,SPDYNIMRTIN,SPDYNIMRTFEIN,SPDYNIMRTMAIN,SHDYNNMRT,SHDYNMORT,SHDYNMORTFE,SHDYNMORTMA,SHDTHIMRT,SHMMRDTHS,SHDTHNMRT,SHDTHMORT,IQSCIOVRL,IQSCIPRDC,ENHPTTHRDNO,DTAMTBLATCD,DTDISBLATCD,DTINTBLATCD,DTAMTPBNDCD,DTINTPBNDCD,DTAMTPCBKCD,DTDISPCBKCD,DTINTPCBKCD,DTAMTMLATCD,DTDISMLATCD,DTINTMLATCD,DTAMTOFFTCD,DTDISOFFTCD,DTINTOFFTCD,DTAMTPROPCD,DTDISPROPCD,DTINTPROPCD,DTAMTPRVTCD,DTDISPRVTCD,DTINTPRVTCD,DTAMTDLXFCD,DTAMTDPNGCD,ICCRDPRVTZS,ICWRHPROC,ICPRPPROC,SGGENPARLZS,ICCRDPUBLZS,IQSCISRCE,ICREGPROC,ICLGLCREDXQ,ICTAXPAYM,ICWRHDURS,ICLGLDURS,ICELCTIME,ICPRPDURS,ICREGDURS,ICTAXDURS,ICISVDURS,ICTAXTOTLCPZS
"Iran, Islamic Rep.2015","Iran, Islamic Rep.",2015,4.749955654,,,26,7,2.7,7,0,57.44,118,39,90,82.3,92.8,96.2,92.1,97.7,16374000,0,0.049941708,2000,16,25,60,13.4,12.6,14.1,9.5,15.5,14.9,16.2,18067,340,12799,21010,73.33333333,80,3,68755000,0,4448000,0,0,439240000,0,7427000,51768000,0,3842000,120523000,0,8290000,84565000,0,657000,523805000,0,8084000,644328000,0,46.6,15,7,3.103448276,49.1,80,8,2,20,97,505,77,12,15,344,4.5,44.1
Iraq2008,Iraq,2008,4.589844704,,,,4,139.2,,,,,,81.7,73.7,85.3,84.2,62,94.2,,,0.264362015,380,,52,20,31.2,,,21.5,38.3,,,31694,540,21935,38340,51.11111111,63.33333,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.5,0,70,11,,14,249,520,,51,32,312,,27.8
Iraq2009,Iraq,2009,4.775316715,,,,4,70,,,49.04,,,82.5,75.7,85.5,84.7,63.6,94.1,,,0.265198167,380,,52,10,30.6,,,21.1,37.5,,,32503,550,22508,39179,41.11111111,63.33333,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.5,0,50,11,,14,249,520,47,51,32,312,,27.8
Iraq2010,Iraq,2010,5.065462112,,,,4,99.3,,,48.36,,,83.3,77.8,85.7,85.1,65.2,94,,,0.263525328,380,,51,10,30,27,32.7,20.7,36.6,33.1,39.8,33135,570,22959,39743,41.11111111,63.33333,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.2,0,50,11,,14,249,520,47,51,32,312,,27.8
Iraq2011,Iraq,2011,4.725366116,,,,4,108.8,,,48.68,,,84,79.8,86,85.6,66.9,94,,,0.260068753,380,,51,20,29.3,,,20.4,35.7,,,33197,580,23210,39866,46.66666667,70,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.2,0,50,11,,14,249,520,47,51,32,312,,27.8
Iraq2012,Iraq,2012,4.659508705,,,,4,76.2,,,49.82,,,84.8,81.8,86.2,86.1,68.5,93.9,,,0.254882693,390,,51,20,28.7,,,20,34.8,,,33233,590,23254,39808,50,70,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.2,0,60,10,,14,249,520,47,51,29,312,,27.8
Iraq2013,Iraq,2013,4.725017071,,,,4,39.3,0,,50.42,,,85.6,83.8,86.4,86.5,70.1,93.8,,,0.249699935,400,,50,20,27.9,,,19.5,33.9,,,32905,600,23091,39564,50,70,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.2,0,60,10,1,14,249,520,47,51,29,312,,27.8
Iraq2014,Iraq,2014,4.541502476,,,,4,38.2,0,,46.08,160,,85.6,83.8,86.4,86.6,70.1,93.8,,,0.245101754,410,,50,20,27.2,,,19,32.9,,,32607,610,22866,39102,46.66666667,60,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,25.3,0,60,10,1,14,249,520,77,51,29,312,,27.8
Iraq2015,Iraq,2015,4.493377209,,,19,4,39.8,0,,46.06,161,17,85.6,83.8,86.4,86.6,70.1,93.8,,,0.240564754,420,13,50,30,26.5,23.8,29,18.4,32,28.9,34.9,32258,620,22482,38682,52.22223333,66.6667,1,,,,,,,,,,,,,,,,,,,,,,,0,12,5,26.52439024,0,60,10,1,14,249,520,77,51,29,312,,27.8
Ireland2006,Ireland,2006,7.144246578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland2008,Ireland,2008,7.568029881,3.746222747,1.922521151,,10,0.3,,,,,,90,92.3,88.5,97.2,97.4,97.1,,,0.01683885,5900,,8,,3.8,,,2.5,4.5,,,279,6,183,326,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,5,13.3,0,,4,,9,119,515,,36.5,13,76,,25.4
Ireland2009,Ireland,2009,7.045911312,5.435206558,9.796366608,,10,0.3,,,82.61,,,90,92.4,88.6,97.3,97.5,97.2,,,0.018274701,5500,,9,,3.6,,,2.5,4.3,,,271,6,188,320,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,5,13.9,0,,4,,9,119,515,205,36.5,13,76,,25.5
Ireland2010,Ireland,2010,7.257389545,5.323119759,13.04693699,,10,0.4,,,82.02,,,90.1,92.5,88.7,97.4,97.6,97.3,,,0.015500131,6500,,7,,3.5,3.2,3.8,2.5,4.2,3.8,4.6,265,5,189,315,,,,,,,,,,,,,,,,,,,,,,,,,,100,11,5,13.9,0,,4,,9,132,515,205,36.5,13,76,,25.3
Ireland2011,Ireland,2011,7.006904125,6.439533415,16.12146808,,10,0.4,,,81.49,,,90.2,92.6,88.8,97.5,97.6,97.5,,,0.017190432,5800,,8,,3.4,,,2.5,4.1,,,257,6,189,309,,,,,,,,,,,,,,,,,,,,,,,,,,100,11,5,15.1,0,,4,,9,132,650,205,37,13,76,,25.4
Ireland2012,Ireland,2012,6.964645386,7.279201755,24.98767855,,10,0.3,,,82.48,,,90.3,92.7,88.9,97.7,97.7,97.6,,,0.016366618,6100,,8,,3.4,,,2.5,4,,,252,6,186,297,,,,,,,,,,,,,,,,,,,,,,,,,,100,11,5,15.1,0,,4,,9,132,650,205,36.5,10,80,,25.5
Ireland2013,Ireland,2013,6.760085106,7.7487761,25.70858766,,10,0.3,7,,83.07,,,90.4,92.8,89,97.8,97.8,97.8,,,0.016502246,6100,,8,,3.2,,,2.4,3.8,,,230,5,172,274,,,,,,,,,,,,,,,,,,,,,,,,,,100,11,5,15.7,0,,4,7,9,132,650,205,36.5,10,80,,25.8
Ireland2014,Ireland,2014,7.018379211,12.67623014,20.65087924,,9,0.3,7,,78.85,19,,90.5,92.9,89.1,97.9,97.8,97.9,,,0.016537785,6000,,8,,3.1,,,2.3,3.7,,,215,5,159,259,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,5,15.7,0,,4,7,9,149.5,650,85,31.5,6,80,0.4,25.9
Ireland2015,Ireland,2015,6.830125332,13.34600157,18.84630521,7,9,0.2,7,,79.15,17,27,90.5,92.9,89.1,97.9,97.8,97.9,,,0.016369338,6100,5,8,,3,2.7,3.3,2.3,3.6,3.3,3.9,201,5,154,244,,,3,,,,,,,,,,,,,,,,,,,,,,,100,10,5,16.26506024,0,,4,7,9,149.5,650,85,31.5,6,82,0.4,25.9
Israel2006,Israel,2006,7.173417091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel2007,Israel,2007,6.841114998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel2008,Israel,2008,7.261261463,9.1,1.5,,7,4.4,,,,,,100,100,100,100,100,100,,,0.019066752,5200,,6,,3.9,,,2.4,4.9,,,567,9,349,707,,,,,,,,,,,,,,,,,,,,,,,,,,91,15,6,14.2,0,,5,,33,209,890,,144,19,230,,33
Israel2009,Israel,2009,7.352979183,6.479634186,1.4,,7,4.2,,,71.33,,,100,100,100,100,100,100,,,0.019312055,5200,,6,,3.8,,,2.4,4.7,,,572,10,361,700,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,15,6,18.3,0,,5,,33,209,890,102,144,19,230,,31
Israel2010,Israel,2010,7.358916283,6.696637098,3.1,,7,4.3,,,71.86,,,100,100,100,100,100,100,,,0.017914485,5600,,6,,3.7,3.4,3.9,2.4,4.6,4.2,4.9,574,9,372,706,,,,,,,,,,,,,,,,,,,,,,,,,,88.2,15,6,19.2,0,,5,,33,209,890,102,144,19,235,,30.1
Israel2011,Israel,2011,7.433147907,6.33361733,3.418928009,,7,4.4,,,71.84,,,100,100,100,100,100,100,,,0.018078332,5500,,6,,3.5,,,2.4,4.4,,,564,9,387,699,,,,,,,,,,,,,,,,,,,,,,,,,,100,15,6,20,0,,5,,33,209,890,102,144,19,235,,29.3
Israel2012,Israel,2012,7.110854626,6.61991783,3.501006316,,7,4,,,72.93,,,100,100,100,100,100,100,,,0.017186818,5800,,5,,3.4,,,2.3,4.3,,,567,9,384,706,,,,,,,,,,,,,,,,,,,,,,,,,,100,15,6,20,0,,5,,33,209,975,102,81,20,235,,28.1
Israel2013,Israel,2013,7.320563316,6.976546228,2.860837526,,7,4.1,7,,73.54,,,100,100,100,100,100,100,,,0.017130462,5800,,5,,3.3,,,2.3,4.2,,,567,9,395,709,,,,,,,,,,,,,,,,,,,,,,,,,,100,15,6,22.5,0,,5,6,33,209,975,102,81,13,235,,28.9
Israel2014,Israel,2014,7.400570393,7.106289553,2.166790497,,7,3.5,7,,70.59,50,,100,100,100,100,100,100,,,0.016700845,6000,,5,,3.3,,,2.2,4.1,,,577,9,384,706,,,,,,,,,,,,,,,,,,,,,,,,,,100,15,6,22.5,0,,5,6,33,209,975,102,81,13,235,2,29.2
Israel2015,Israel,2015,7.07941103,7.162235744,2.109258409,17,7,3.4,7,,70.56,53,42,100,100,100,100,100,100,,,0.016186473,6200,14,5,,3.2,3,3.4,2.1,4,3.7,4.3,561,9,368,693,,,0,,,,,,,,,,,,,,,,,,,,,,,67.5,15,6,24.16666667,0,,5,6,33,209,975,102,81,13,235,2,30.6
Italy2005,Italy,2005,6.853783607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy2007,Italy,2007,6.574412346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy2008,Italy,2008,6.779774189,4.1,6.28258104,,7,18.5,,,,,,99.5,99.6,99.5,100,100,100,,,0.005533355,18100,,4,,3.5,,,2.5,4.1,,,2009,22,1435,2348,,,,,,,,,,,,,,,,,,,,,,,,,,74.9,10,5,21.3,11.8,,6,,14,227.5,1210,,25,10,314,,72.5
Italy2009,Italy,2009,6.333800316,4.816443029,9.446343739,,7,17.9,,,65.74,,,99.5,99.6,99.5,100,100,100,,,0.005809977,17200,,4,,3.5,,,2.5,4.1,,,1986,23,1418,2325,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,10,5,21.3,12.2,,6,,14,227.5,1210,124,25,10,314,,67.6
Italy2010,Italy,2010,6.354238033,4.979010891,10.02783707,,7,18.5,,,66.12,,,99.5,99.6,99.5,100,100,100,,,0.005504443,18200,,4,,3.4,3.1,3.7,2.4,4,3.7,4.3,1892,21,1335,2229,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,10,5,21.3,16.6,,6,,14,227.5,1210,124,25,6,285,,67.6
Italy2011,Italy,2011,6.057086468,5.447955505,11.74234918,,7,18.2,,,66.45,,,99.5,99.6,99.5,100,100,100,,,0.005397312,18500,,4,,3.3,,,2.4,3.9,,,1786,21,1299,2124,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,5,21.6,23,,6,,14,227.5,1210,124,25,6,285,,67.6
Italy2012,Italy,2012,5.839313984,5.385618941,13.74636964,,7,16.5,,,67.01,,,99.5,99.6,99.5,100,100,100,,,0.005256248,19000,,4,,3.2,,,2.3,3.8,,,1670,20,1200,2004,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,5,21.4,24.1,,6,,13,227.5,1185,124,25,7,269,,67.6
Italy2013,Italy,2013,6.009373665,5.404376373,16.54270564,,7,14.2,7,,67.8,,,99.5,99.6,99.5,100,100,100,,,0.005166496,19400,,4,,3.1,,,2.2,3.7,,,1555,19,1103,1882,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,4,31.4,25.6,,6,2,13,227.5,1185,124,16,7,269,,65.6
Italy2014,Italy,2014,6.026585102,5.921780446,17.25947318,,7,14.2,7,,71.71,44,,99.5,99.6,99.5,100,100,100,,,0.005109857,19600,,4,,3,,,2.1,3.6,,,1455,19,1018,1776,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,4,31.4,24.6,,5,2,13,227.5,1185,124,16,6,269,1.8,65.2
Italy2015,Italy,2015,5.847683907,,,14,7,13.8,7,,72.07,45,51,99.5,99.6,99.5,100,100,100,,,0.005065322,19700,7,4,,2.9,2.7,3.1,2.1,3.5,3.2,3.8,1378,18,998,1693,,,74,,,,,,,,,,,,,,,,,,,,,,,100,10,4,30.95238095,27.3,,5,2,14,227.5,1120,124,16,5.5,269,1.8,64.8
Ivory Coast2009,Ivory Coast,2009,4.197181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast2013,Ivory Coast,2013,3.739365578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast2014,Ivory Coast,2014,3.570368528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast2015,Ivory Coast,2015,4.445038795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica2006,Jamaica,2006,6.207881927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica2011,Jamaica,2011,5.374446392,,,,4,7.2,,1207693000,62.28,,,81.6,83.8,79.8,93.8,89.3,97.5,899342000,408006000,0.213146053,470,,93,60,15.1,,,13.1,17.6,,,686,46,595,799,81.11111111,83.33333,,70252000,115894000,47941000,438095000,368444000,71392000,56795000,13456000,124226000,301813000,60509000,194478000,417707000,108450000,7717000,1692000,986000,517204000,752667000,382886000,713392000,1710000,0,15,7,12.7,0,100,6,,72,155.5,655,95,17.5,7,414,,46.6
Jamaica2013,Jamaica,2013,5.708886623,,,,4,6.4,0,1401894000,63.84,,,81.8,84.1,79.9,93.8,89.4,97.5,560948000,145616000,0.203124122,490,,91,70,14.4,,,12.4,16.7,,,595,44,512,694,78.88888889,86.66666667,,55481000,87031000,18803000,47619000,333280000,67952000,25870000,13306000,168330000,288043000,49348000,223811000,375074000,68151000,6060000,0,595000,121631000,25870000,347181000,346511000,1069000,0,15,7,12.7,0,80,5,6,36,145.5,655,95,17,6,368,,46.5
Jamaica2014,Jamaica,2014,5.310538769,,,,4,4.9,6,1897674000,64.68,71,,81.8,84.1,79.9,93.8,89.4,97.5,610642000,206171000,0.199065558,500,,90,80,13.9,,,12,16.2,,,555,44,480,652,78.88888889,76.66666667,,48741000,62897000,20398000,243232000,325468000,65194000,52220000,12341000,133321000,230257000,46170000,182062000,293154000,66568000,4922000,0,94000,313348000,852220000,337903000,496601000,1191000,10.1,17,8,12.7,0,80,2,10,36,159.5,655,95,18,15,368,1.1,41.1
Japan2005,Japan,2005,6.515817165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan2007,Japan,2007,6.238197803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan2008,Japan,2008,5.91067934,4.5,2.4,,,,,,,,,100,100,100,100,100,100,,,0.008512158,11700,,6,,2.5,,,1.2,3.4,,,2703,67,1297,3693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,
Japan2009,Japan,2009,5.844999313,4.3,2.4,,,,,,,,,100,100,100,100,100,100,,,0.008224924,12200,,6,,2.4,,,1.2,3.3,,,2598,64,1299,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,
Japan2010,Japan,2010,6.056752682,5.3,2.450442313,,,,,,,,,100,100,100,100,100,100,,,0.007805897,12800,,6,,2.4,2.2,2.5,1.1,3.2,3,3.4,2596,61,1189,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,
Japan2011,Japan,2011,6.262793541,5.1,2.428196125,,,,,,,,,100,100,100,100,100,100,,,0.007862429,12700,,6,,2.3,,,1,3.4,,,2481,61,1078,3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,
Japan2012,Japan,2012,5.968216419,5.1,2.42960156,,,,,,,,,100,100,100,100,100,100,,,0.007931021,12600,,6,,2.2,,,1,3,,,2361,61,1073,3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,
Japan2013,Japan,2013,5.959361553,5.483215603,2.339099693,,7,7.5,6,,77.86,,,100,100,100,100,100,100,,,0.007733429,12900,,6,,2.1,,,1,2.9,,,2237,59,1065,3094,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,6,8.1,0,,8,4,13,197,360,97.7,13,10.7,330,0.6,49.8
Japan2014,Japan,2014,5.922620773,5.500052169,1.927624953,,7,7.5,6,,74.72,30,,100,100,100,100,100,100,,,0.007590896,13200,,6,,2.1,,,1,2.8,,,2218,57,1056,2964,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,6,8.1,0,,8,4,14,197,360,97.7,13,10.2,330,0.6,51.3
Japan2015,Japan,2015,5.879684448,5.82015283,1.642221049,42,7,7.5,6,,74.72,34,74,100,100,100,100,100,100,,,0.007484588,13400,27,5,,2,1.9,2.1,0.9,2.7,2.5,2.9,2093,56,941,2834,,,24,,,,,,,,,,,,,,,,,,,,,,,100,12,6,9.473684211,0,,8,4,14,197,360,97.7,13,10.2,330,0.6,51.3
Jordan2005,Jordan,2005,6.294660091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan2007,Jordan,2007,5.59805727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan2008,Jordan,2008,4.930058002,12.9,4.2,,4,35.9,,329974000,,,,98.3,97.8,98.5,96.9,91.7,98,207271000,6870000,0.228996225,440,,58,70,18.8,,,13.3,22.1,,,3180,100,2247,3719,73.33333333,80,,2156054000,66777000,97213000,0,8903000,64000,5694000,13000,184595000,157503000,88138000,2340649000,224280000,185351000,70787000,0,6134000,70851000,5694000,15050000,2430000000,18500000,0,18,7,6.4,1,70,8,,26,91,689,,21,13,136,,31.1
Jordan2009,Jordan,2009,5.999859333,13,6.7,,4,30.6,,786805000,56.83,,,98.4,98,98.5,96.9,91.8,98,154550000,7921000,0.226395026,440,,58,70,18.3,,,12.9,21.5,,,3230,100,2274,3773,74.44444444,83.33333,,193757000,126307000,57210000,0,8903000,64000,5701000,109000,202298000,629797000,77081000,396055000,756104000,134291000,8763000,0,3326000,8827000,5701000,12338000,424882000,20000000,0,16,7,6.4,1,70,7,,26,63,689,47,21,12,136,,31.1
Jordan2010,Jordan,2010,5.569942474,13.1,8.2,,4,27.6,,1537857000,57.26,,,98.5,98.2,98.5,96.9,91.9,98,161779000,15277000,0.22532141,440,,59,80,17.8,16.7,18.8,12.5,20.8,19.7,21.9,3261,110,2288,3788,76.66666667,80,,187644000,198240000,56800000,14500000,19486000,64000,12223000,137000,274923000,427394000,67658000,462567000,625634000,124458000,9980000,0,2421000,24544000,762223000,22044000,513111000,26000000,0,16,7,10.8,1.5,70,7,,26,63,689,47,21,12,136,,31.2
Jordan2011,Jordan,2011,5.539327621,13.1,8.5,,4,23.6,,474753000,58.08,,,98.5,98.4,98.5,96.9,92,97.9,190870000,20000000,0.223966787,450,,59,80,17.3,,,12.1,20.2,,,3302,110,2307,3826,74.44444444,73.33333,,220894000,133367000,61013000,14500000,38553000,32000,0,335000,327133000,191386000,68890000,548027000,324753000,129903000,11675000,0,2079000,26207000,0,40967000,599234000,25000000,0,16,7,10.8,1.6,70,7,,25,63,689,47,21,12,151,,28.2
Jordan2012,Jordan,2012,5.131996155,13.3,7.7,,4,23.4,,1009993000,58.12,,,98.6,98.7,98.5,96.9,92.1,97.9,190469000,25000000,0.221510807,450,,59,80,16.8,,,11.7,19.6,,,3323,110,2312,3845,75.55555556,76.66667,,218101000,195303000,56214000,14500000,37146000,482000,0,217000,338992000,515901000,70064000,557093000,711204000,126278000,13037000,0,1828000,28019000,0,39191000,615112000,30000000,0,16,7,10.8,1.9,70,7,,25,63,689,47,21,12,151,,28.6
Jordan2013,Jordan,2013,5.171952724,12.9,7,,4,22.3,0,3643995000,59.19,,,98.6,98.9,98.6,96.9,92.2,97.9,205830000,43700000,0.217441874,460,,59,80,16.3,,,11.3,19,,,3312,120,2294,3829,74.44444444,73.33333333,,190608000,138883000,49870000,14500000,47550000,524000,0,131000,347706000,769612000,63354000,538314000,908495000,113224000,12980000,0,1225000,28004000,2400000000,48906000,606318000,40000000,0,16,7,12.2,2,70,7,0,25,63,689,47,21,12,151,,29.1
Jordan2014,Jordan,2014,5.333021641,12.5,5.6,,4,21.4,0,2272723000,57.81,107,,98.6,98.9,98.6,96.9,92.3,97.8,287276000,33092000,0.211368656,470,,59,80,15.8,,,11,18.5,,,3257,120,2266,3786,74.44444444,73.33333333,,205062000,206473000,50293000,14500000,128573000,526000,0,111000,647594000,772601000,74359000,852656000,979074000,124652000,6658000,0,848000,21684000,1000000000,129532000,910479000,36139000,0,16,7,12,2.2,70,7,0,25,63,689,50,21,12,151,3,29
Jordan2015,Jordan,2015,5.404593468,,,13,4,20.7,0,244291000,57.84,113,13,98.6,98.9,98.6,96.9,92.3,97.8,172018000,0,0.203553824,490,12,58,80,15.4,14.4,16.2,10.6,17.9,16.9,18.9,3176,110,2184,3670,74.44446667,73.3334,1,216590000,166182000,41658000,750000000,74212000,3372000,4499000,76000,471341000,73469000,55778000,687931000,239651000,97436000,1531000,141000,294000,754903000,4640000,74582000,1442834000,0,0,16,7,12,2.4,70,7,0,25,63,689,50,21,12,151,3,29.5
Kazakhstan2006,Kazakhstan,2006,5.475948334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan2007,Kazakhstan,2007,5.718553543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan2008,Kazakhstan,2008,5.886419773,12.2,7.089774717,,5,5.2,,40802974000,,,,97.3,97.7,96.8,93.3,86.8,98.8,4105175000,4038611000,0.079253724,1300,,30,90,23,,,12.9,25.9,,,7956,110,4470,8785,95.55555556,96.66667,,61676000,50666000,30591000,0,0,10812000,0,822000,58043000,94688000,35151000,119719000,145354000,65742000,0,0,0,10812000,0,822000,29011422000,28880891000,25.6,32,4,15.9,0,100,8,,7,257,390,,40,21,271,,42
Kazakhstan2009,Kazakhstan,2009,5.382563114,5.157229897,18.92340541,,5,4.8,,30470511000,57.06,,,97.3,97.8,96.9,93.2,86.6,98.9,5365196000,5307051000,0.064666667,1500,,24,90,21.1,,,11.8,23.7,,,7615,87,4265,8393,94.44444444,93.33333,,71183000,57835000,29943000,0,0,1681000,0,95000,58607000,658771000,28107000,129790000,716606000,58050000,0,0,0,1681000,0,95000,20032292000,19900821000,29.5,31,4,17.8,0,100,7,,7,234,390,88,40,20,271,,36.2
Kazakhstan2010,Kazakhstan,2010,5.514286518,11.30666819,20.93062364,,6,1,,45054086000,59.96,,,97.4,97.9,96.9,93.2,86.4,99,4516869000,4462821000,0.055817322,1800,,20,90,19.3,16.2,22.2,10.7,21.6,18.3,24.8,7220,76,4008,7944,95.55555556,96.66667,,216817000,24987000,27260000,0,0,841000,0,10000,60687000,1496800000,26778000,277504000,1521787000,54038000,0,0,0,841000,0,10000,34638695000,34360350000,29.9,25,4,17.8,0,100,6,,7,193,390,88,40,19,271,,29.8
Kazakhstan2011,Kazakhstan,2011,5.735662937,13.78429854,20.66546795,,7,0.8,,32740228000,62.9,,,97.4,98,97,93.1,86.2,99.1,5921098000,5859850000,0.04751353,2100,,17,90,17.5,,,9.8,19.6,,,6729,64,3773,7439,92.22222222,96.66667,,62251000,5815000,25262000,0,0,0,0,0,71697000,913792000,35986000,133948000,919607000,61248000,0,0,0,0,0,0,26225608000,26091660000,37.6,25,4,17.8,0,90,6,,6,193,370,88,40,19,188,,29
Kazakhstan2012,Kazakhstan,2012,5.759469509,14.5245315,19.38986665,,7,0.7,,31395658000,62.94,,,97.5,98,97,93.1,86,99.2,2032544000,1957252000,0.041299683,2400,,15,90,16,,,8.9,17.9,,,6291,56,3504,6970,94.44444444,93.33333,,56328000,2646000,22832000,0,0,0,0,0,198126000,737410000,52460000,254454000,740056000,75292000,0,9775000,0,0,2309775000,0,20861806000,20607352000,39.3,25,4,24.3,0,100,6,,6,193,370,88,40,19,188,,29
Kazakhstan2013,Kazakhstan,2013,5.835483074,13.1951111,19.4708308,,7,0.6,7,45774280000,63.62,,,97.5,98.1,97,93,85.8,99.3,2257148000,2109853000,0.037763728,2600,,13,90,14.6,,,8.1,16.4,,,5816,51,3230,6489,94.44444444,93.33333333,,49677000,3306000,17587000,0,78425000,0,0,0,359124000,816968000,50604000,408801000,820274000,68191000,0,0,679000,0,4625000000,79104000,28341083000,27932282000,45.6,25,4,24.3,0,100,6,3,6,174,370,88,23,12,188,,28.9
Kazakhstan2014,Kazakhstan,2014,5.970097542,13.65799362,12.39214317,,7,0.5,7,39151656000,69.34,53,,97.5,98.1,97,92.9,85.6,99.4,2979940000,2575215000,0.035345784,2800,,12,90,13.5,,,7.5,15.1,,,5375,47,2989,5994,88.88888889,86.66666667,,48123000,0,15605000,0,347157000,0,0,0,410743000,875909000,41284000,458866000,875909000,56889000,0,0,679000,0,2500000000,347836000,27853610000,27394744000,51.7,25,4,25.2,0,90,6,3,6,154,370,88,11,10,188,1.5,28.9
